category,image_id,width,height,prompt,bbox_512,bbox_1024,num_inference_steps,guidance_scale,seed,orig_nima_mean,orig_nima_std,orig_itm,orig_cos,orig_giqa
hot dog,210230,1023,731,"hot dog, a bunch of women serving hot dogs ","[118, 219, 512, 512]","[0, 3, 1016, 728]",48,8.475592932741314,2038980991,4.0760694,2.085417,0.54296875,0.43603515625,-435.9928873186427
hot dog,393014,1024,768,"hot dog, Several sandwiches sitting on a window display together. ","[512, 35, 512, 512]","[0, 0, 1024, 768]",27,9.84972019857558,906032039,3.8260849,1.7859265,0.199462890625,0.366455078125,-257.6089951748356
hot dog,420281,768,1024,"hot dog, A man wearing glasses eating a hot dog.","[53, 455, 512, 512]","[0, 0, 768, 1024]",40,8.061488674054116,1579638338,3.8601778,1.9115691,0.65380859375,0.424072265625,-328.3987920151528
hot dog,179898,1024,768,"hot dog, A little kid holding up two hot dogs in buns.","[308, 252, 512, 512]","[0, 0, 1024, 768]",32,3.8404314098044585,1182859276,4.0781035,2.005069,0.69775390625,0.453125,-426.3950066060716
hot dog,399296,1024,768,"hot dog, Someone roasting hot dogs in a fire outside","[480, 0, 512, 512]","[0, 0, 1024, 768]",31,7.348003341305084,1131072087,4.8020363,2.4216666,0.7080078125,0.399169921875,-652.6719417858576
hot dog,83531,1023,563,"hot dog, Several rows of cooking hot dogs on a grill.","[179, 51, 512, 512]","[0, 3, 1016, 560]",44,3.69262965878422,1827983318,5.139337,2.569259,0.5732421875,0.371337890625,-529.8248348542857
hot dog,581206,766,1024,"hot dog, A paper container filled with two hot dogs.","[176, 360, 512, 512]","[6, 0, 760, 1024]",33,7.666736345881738,1217393872,4.3605967,2.1402624,0.256103515625,0.412109375,-280.05657815805654
hot dog,369757,1024,768,"hot dog, A set of three pizzas in a display case.next to desserts.","[182, 256, 512, 512]","[0, 0, 1024, 768]",10,3.517724977734583,29768455,5.405769,2.7107882,0.12164306640625,0.293212890625,-566.7305330870865
hot dog,118367,1024,683,"hot dog, A hand holding a hot dog on a  bun in a  wrapper.","[221, 27, 512, 512]","[0, 0, 1024, 680]",16,8.043318237953184,335554307,5.3094177,2.458218,0.62353515625,0.431640625,-472.94840292812046
hot dog,422886,1024,1024,"hot dog, A man eating a hot dog with cheese and onions.","[282, 307, 512, 512]","[0, 0, 1024, 1024]",31,9.88966672205119,1130085198,4.645827,2.3403466,0.489990234375,0.4208984375,-205.3304052824528
hot dog,452084,769,768,"hot dog, A lunch bowl with bread, sausage, tomato, and egg. ","[185, 61, 512, 512]","[1, 0, 768, 768]",48,9.876146943522146,2002619399,4.968109,2.4859576,0.6181640625,0.40869140625,-378.2410281889572
hot dog,24567,768,1024,"hot dog, There is a man looking at a lot if hot dogs in a bun in a pan","[0, 454, 512, 512]","[0, 0, 768, 1024]",25,8.945763102970082,807025520,3.9051125,1.904607,0.5576171875,0.41943359375,-353.1378305189446
hot dog,538236,1024,684,"hot dog, A tray filled with croissants with hotdogs in the middle","[481, 172, 512, 512]","[0, 4, 1024, 680]",12,9.21529046605526,126659316,4.99702,2.3598342,0.033416748046875,0.319091796875,-316.8409189624265
keyboard,416256,1024,768,"keyboard, A cat laying on the floor next to a keyboard.","[191, 256, 512, 512]","[0, 0, 1024, 768]",31,8.832242835730762,1145441010,4.0621433,2.0545044,0.5576171875,0.35302734375,-393.7072447522378
keyboard,555009,800,600,"keyboard, A desk with two computer monitors, a laptop computer, keyboard and set of headphones.","[163, 88, 512, 512]","[0, 0, 800, 600]",25,3.5813548817879983,821827540,5.9956684,2.8705933,0.6513671875,0.413330078125,-292.9435087246169
keyboard,387098,1024,768,"keyboard, a computer desk with a laptop another monitor with a keyboard and mouse","[355, 240, 512, 512]","[0, 0, 1024, 768]",26,6.428333350464056,847200043,5.8107467,2.8805294,0.480224609375,0.419189453125,-282.94120516977887
keyboard,248314,1024,768,"keyboard, A plate of food placed next to a computer.","[88, 75, 512, 512]","[0, 0, 1024, 768]",24,7.997806746281609,757855135,5.114828,2.4966507,0.5341796875,0.3505859375,-101.60837380152472
keyboard,172595,1024,576,"keyboard, A desk with multiple computers inside a office ","[237, 23, 512, 512]","[0, 0, 1024, 576]",35,7.444671666432088,1340589947,5.0038023,2.512281,0.52490234375,0.3994140625,-203.4309592319639
keyboard,131138,1024,768,"keyboard, a desk with a cup plate laptop monitor and keyboard","[293, 256, 512, 512]","[0, 0, 1024, 768]",47,9.238421084414568,1938609420,4.6184936,2.3297796,0.591796875,0.4609375,-143.03040900033008
keyboard,119365,768,1024,"keyboard, A couple of people with a laptop at a table.","[127, 333, 512, 512]","[0, 0, 768, 1024]",44,8.743542842645962,1786372013,5.335747,2.5530758,0.302001953125,0.3623046875,-76.24167496848325
keyboard,66635,1024,768,"keyboard, A desk area with a computer monitor, keyboard and mouse.","[329, 256, 512, 512]","[0, 0, 1024, 768]",48,9.264138661438862,2014448640,4.8631334,2.4711614,0.71728515625,0.448974609375,-225.14773319324624
keyboard,356432,1023,665,"keyboard, Picture of living room with modern furniture and decor","[511, 153, 512, 512]","[7, 1, 1016, 664]",19,1.2392896102083748,500051954,5.8658495,2.8847103,0.484619140625,0.345458984375,-437.54907413733054
keyboard,154705,1024,743,"keyboard, A few different computers are placed on the desk. ","[354, 209, 512, 512]","[0, 7, 1024, 736]",13,4.935232001165579,168571695,4.6985517,2.42131,0.68505859375,0.3427734375,-178.68117635853352
keyboard,472678,1024,768,"keyboard, An office cubicle with multiple computers in it","[112, 256, 512, 512]","[0, 0, 1024, 768]",17,5.364498942795593,388528798,6.1159616,2.9739165,0.093994140625,0.2401123046875,-359.76278536257746
keyboard,316015,1024,819,"keyboard, A cat on a desk next to a keyboard and computer","[204, 305, 512, 512]","[0, 3, 1024, 816]",42,1.5863877763309675,1701289843,4.817374,2.3899055,0.68408203125,0.4423828125,-474.0948804682512
keyboard,148620,800,600,"keyboard, a table that has some computers on it","[258, 88, 512, 512]","[0, 0, 800, 600]",22,1.0506344561145364,644859804,4.5768576,2.3384027,0.720703125,0.4716796875,-85.726401722369
keyboard,232088,1024,768,"keyboard, A living room filled with furniture and decor. ","[512, 256, 512, 512]","[0, 0, 1024, 768]",48,8.475592932741314,2038980991,5.851774,2.8314202,0.302490234375,0.303955078125,-320.1059922275408
keyboard,345252,1024,766,"keyboard, a male in a brown shirt is typing on a keyboard ","[225, 254, 512, 512]","[0, 6, 1024, 760]",27,9.84972019857558,906032039,5.9550524,2.86585,0.087890625,0.2607421875,-528.8424808487171
keyboard,524456,1024,768,"keyboard, Two people are at a computer desk with a mouse.","[74, 3, 512, 512]","[0, 0, 1024, 768]",40,8.061488674054116,1579638338,5.625209,2.7428544,0.2626953125,0.3291015625,-525.3886015534345
keyboard,385719,1024,674,"keyboard, Laptop with computer monitors displayed on wooden desk.","[0, 162, 512, 512]","[0, 2, 1024, 672]",32,3.8404314098044585,1182859276,5.3856773,2.6382775,0.50048828125,0.371337890625,-259.4278365372907
keyboard,9400,1024,768,"keyboard, A group of people that are sitting in front of laptops.","[512, 256, 512, 512]","[0, 0, 1024, 768]",31,7.348003341305084,1131072087,4.935307,2.4613364,0.6259765625,0.400146484375,-268.0470881206736
keyboard,507575,1024,768,"keyboard, a white desk a keyboard two laptops and a printer","[260, 190, 512, 512]","[0, 0, 1024, 768]",44,3.69262965878422,1827983318,5.218665,2.6215565,0.62353515625,0.3701171875,-363.24205658023016
keyboard,255165,1024,768,"keyboard, The computer desk has two monitors and two keyboards near a laptop. ","[199, 256, 512, 512]","[0, 0, 1024, 768]",33,7.666736345881738,1217393872,5.260165,2.5920572,0.472900390625,0.3046875,-338.9644021825727
keyboard,135872,1024,683,"keyboard, A desk with both a laptop computer and a desktop computer.","[286, 35, 512, 512]","[0, 0, 1024, 680]",10,3.517724977734583,29768455,4.379766,2.1816912,0.6552734375,0.448486328125,-439.822193744139
keyboard,179392,768,1024,"keyboard, Cat sitting on a desk with a computer behind him.","[256, 512, 512, 512]","[0, 0, 768, 1024]",16,8.043318237953184,335554307,4.7544794,2.5002384,0.62890625,0.34326171875,-299.8381699696549
keyboard,553664,800,518,"keyboard, A red laptop with earbuds sitting on a table","[288, 6, 512, 512]","[0, 6, 800, 512]",31,9.88966672205119,1130085198,5.072466,2.510235,0.64990234375,0.397216796875,-466.4944324339695
keyboard,97994,1024,683,"keyboard, Four computers and keyboards arranged on a desk.","[238, 171, 512, 512]","[0, 3, 1024, 680]",48,9.876146943522146,2002619399,5.8110824,2.807578,0.76025390625,0.4638671875,-98.54220222333171
keyboard,325838,1024,768,"keyboard, The woman is using a laptop that sits on a stack of other laptops.","[296, 214, 512, 512]","[0, 0, 1024, 768]",25,8.945763102970082,807025520,4.811366,2.3651698,0.56689453125,0.415283203125,-500.9480614135005
keyboard,215778,1024,683,"keyboard, There is a lap top computer on the desk","[249, 133, 512, 512]","[0, 3, 1024, 680]",12,9.21529046605526,126659316,4.8342495,2.41225,0.42578125,0.387451171875,-428.68833774791744
keyboard,372466,1024,576,"keyboard,  A laptop with a mouse and a keyboard connected. ","[0, 0, 512, 512]","[0, 0, 1024, 576]",20,7.373862226928552,544610078,4.0525007,1.933765,0.66357421875,0.396484375,-598.5144400658658
keyboard,529148,1024,682,"keyboard, Young children sharing a laptop in a messy room with several laptops, books, and papers.","[0, 170, 512, 512]","[0, 2, 1024, 680]",19,5.990471895371578,502803994,6.1065135,2.915613,0.7177734375,0.433349609375,-206.70395854571595
keyboard,426241,800,600,"keyboard, A desktop computer sitting on top of a glass table.","[288, 85, 512, 512]","[0, 0, 800, 600]",11,9.309143872631983,78112099,4.9647574,2.5200317,0.446044921875,0.388671875,-375.9948103004201
keyboard,9483,1024,768,"keyboard, A man by desk with mixing equipment, a keyboard and a computer monitor.","[327, 256, 512, 512]","[0, 0, 1024, 768]",50,1.807577018688813,2135232880,5.110914,2.5457594,0.7451171875,0.42919921875,-343.3658516964215
keyboard,160556,1023,685,"keyboard, a person sitting at a desk with a monitor and keyboard","[390, 173, 512, 512]","[7, 5, 1016, 680]",29,4.331183906260067,1006074700,5.1563354,2.5550878,0.69775390625,0.401123046875,-173.4059116446576
keyboard,516916,1024,768,"keyboard, A table with laptops, monitor screens, keyboards, mice, phone handsets and    chairs","[231, 120, 512, 512]","[0, 0, 1024, 768]",32,6.453450491583366,1171239504,5.1803575,2.6068344,0.64892578125,0.41943359375,-231.6999586389645
keyboard,465718,1023,687,"keyboard, a table with so many screen and a keyboard","[241, 175, 512, 512]","[0, 7, 1016, 680]",43,5.29956907226817,1754370252,5.134268,2.5199354,0.6181640625,0.45751953125,-88.0286955488575
keyboard,435003,1024,683,"keyboard, A laptop computer sitting on a desk next to a desktop monitor.","[269, 169, 512, 512]","[0, 3, 1024, 680]",30,8.135720924475056,1084998680,4.481986,2.3055472,0.58447265625,0.4462890625,-96.37391814234137
keyboard,353096,800,551,"keyboard, A desktop computer surrounded by two speakers and a keyboard.","[141, 39, 512, 512]","[0, 7, 800, 544]",46,2.755777541311419,1933072943,3.9867544,2.0269582,0.1314697265625,0.280029296875,-443.7785801431187
keyboard,386912,1024,768,"keyboard, a person sitting at a desk with a keyboard and monitor ","[159, 256, 512, 512]","[0, 0, 1024, 768]",25,1.5602814767499709,825039645,4.7335353,2.3656745,0.389404296875,0.37255859375,-518.452962032196
keyboard,37740,1024,768,"keyboard, a computer monitor, keyboard and laptop on a desk","[256, 122, 512, 512]","[0, 0, 1024, 768]",27,2.138665665159264,914582800,3.8347015,1.9051523,0.67138671875,0.38134765625,-484.4317540229681
keyboard,301421,1024,683,"keyboard, Computer desk setup with monitor, wireless keyboard, and other electronic devices. ","[57, 170, 512, 512]","[0, 3, 1024, 680]",11,9.665034264254464,86984129,4.616705,2.306087,0.74951171875,0.455078125,-387.4601147998048
keyboard,189820,1024,683,"keyboard, A blue office chair sitting next to a wooden desk.","[191, 64, 512, 512]","[0, 0, 1024, 680]",30,2.194970835064874,1058021795,4.895899,2.3700597,0.4580078125,0.34326171875,-229.0364703098546
keyboard,206218,1024,768,"keyboard, A laptop computer sitting on a truck table.","[512, 150, 512, 512]","[0, 0, 1024, 768]",29,3.0348849462685425,1014848104,4.678544,2.4015412,0.218505859375,0.38427734375,-238.9009152226456
keyboard,570782,1024,683,"keyboard, Three computers without screens sit on a desk.","[383, 105, 512, 512]","[0, 3, 1024, 680]",39,4.393507338605968,1521018998,5.1110334,2.5736954,0.5869140625,0.407958984375,-248.4400218979899
keyboard,186282,1024,683,"keyboard, A flat screen monitor shows a brightly colored image on the screen.","[144, 171, 512, 512]","[0, 3, 1024, 680]",28,6.610794772067163,946897390,4.4008355,2.2656522,0.59326171875,0.43798828125,-125.15490762840066
keyboard,571313,768,1024,"keyboard, A small room with different types of furniture and appliances that it makes it hard to tell what type of room it is.","[0, 341, 512, 512]","[0, 0, 768, 1024]",23,8.038865176023725,693415842,4.489557,2.2639782,0.2493896484375,0.3203125,-374.2324114134849
keyboard,26564,1024,681,"keyboard, a desk with a laptop some keyboards and some books","[245, 169, 512, 512]","[0, 1, 1024, 680]",17,1.7078400439235306,411317620,5.540675,2.6649706,0.63330078125,0.43408203125,-494.60098178140106
keyboard,363461,1024,765,"keyboard, A computer desk and chair looks like a home office.","[348, 253, 512, 512]","[0, 5, 1024, 760]",40,9.381137078287315,1594737559,4.650118,2.330083,0.57958984375,0.370361328125,-679.8327883420295
keyboard,333772,1024,768,"keyboard, The two cats are laying beside of the computer on the keyboard.","[11, 236, 512, 512]","[0, 0, 1024, 768]",20,7.865125519139077,548344684,4.103531,2.0334828,0.1964111328125,0.373046875,-161.30742362946512
keyboard,302030,1023,574,"keyboard, A picture of a cluttered home office desk.","[511, 0, 512, 512]","[7, 0, 1016, 568]",10,3.888677059518759,27700026,4.8431196,2.4421134,0.13232421875,0.275146484375,-285.93899749652746
keyboard,147415,1024,768,"keyboard, A woman is taking notes in front of her laptop","[132, 256, 512, 512]","[0, 0, 1024, 768]",46,2.7039881748540786,1901078373,4.901872,2.4932704,0.61328125,0.395263671875,-479.6650036397014
keyboard,225757,1024,753,"keyboard, This workstation features three desktop monitors with a single keyboard as well as a laptop computer.","[113, 241, 512, 512]","[0, 1, 1024, 752]",33,6.363575990083298,1245682962,4.1220393,2.196862,0.64501953125,0.4375,-173.86791093961548
keyboard,371677,1024,768,"keyboard, A desk with two computer monitors, two mice, a cup and a keyboard on it.","[418, 256, 512, 512]","[0, 0, 1024, 768]",12,6.352203040853406,143465762,4.4770827,2.3099275,0.310546875,0.298095703125,-373.9303494265761
laptop,555009,800,600,"laptop, A laptop computer sitting on top of a desk.","[0, 88, 512, 512]","[0, 0, 800, 600]",31,8.832242835730762,1145441010,3.9950032,1.8316135,0.4970703125,0.373046875,-58.17404472643293
laptop,435208,768,1024,"laptop, Woman sitting on top of a couch in front of two laptops. ","[52, 217, 512, 512]","[0, 0, 768, 1024]",25,3.5813548817879983,821827540,3.6207716,1.8086312,0.3388671875,0.344482421875,-160.36177305198314
laptop,387098,1024,768,"laptop, a computer desk with a laptop another monitor with a keyboard and mouse","[356, 169, 512, 512]","[0, 0, 1024, 768]",26,6.428333350464056,847200043,4.4749675,2.2693906,0.4873046875,0.398681640625,-48.20508718761969
laptop,24610,1024,768,"laptop, There is a laptop computer in a room with a couch and a bookcase.","[0, 198, 512, 512]","[0, 0, 1024, 768]",24,7.997806746281609,757855135,4.5226736,2.334936,0.404541015625,0.44384765625,-144.07834261633772
laptop,344100,1000,667,"laptop, A white plate on a table topped with a sandwich.","[0, 0, 512, 512]","[0, 0, 1000, 664]",35,7.444671666432088,1340589947,4.8160763,2.3662024,0.40380859375,0.380615234375,-66.13061379582017
laptop,11813,533,800,"laptop, A camera sits on a tripod connected to a laptop.","[0, 288, 512, 512]","[0, 0, 528, 800]",47,9.238421084414568,1938609420,5.419976,2.6123397,0.409912109375,0.416015625,-316.2944620108029
laptop,433192,1024,768,"laptop, A laptop that is sitting on a bed.","[159, 124, 512, 512]","[0, 0, 1024, 768]",44,8.743542842645962,1786372013,5.203823,2.5319948,0.5361328125,0.458251953125,-214.1732549170008
laptop,368684,1024,768,"laptop, A room with a tv in the background and a laptop screen in the foreground ","[0, 256, 512, 512]","[0, 0, 1024, 768]",48,9.264138661438862,2014448640,4.16369,2.0983934,0.498046875,0.384765625,-104.0478400714112
laptop,332845,1024,768,"laptop, The man is sitting next to his bed on the laptop. ","[229, 165, 512, 512]","[0, 0, 1024, 768]",19,1.2392896102083748,500051954,4.6344976,2.3198023,0.1807861328125,0.3408203125,-366.63546945007965
laptop,89648,1024,683,"laptop, A crowd of people sitting down next to each other.","[512, 2, 512, 512]","[0, 0, 1024, 680]",13,4.935232001165579,168571695,4.5055013,2.2160428,0.307861328125,0.38427734375,-144.29677143534306
laptop,379441,1024,768,"laptop, A living room with a sofa, a bookcase, and a laptop charging. ","[0, 256, 512, 512]","[0, 0, 1024, 768]",17,5.364498942795593,388528798,5.038578,2.529231,0.4677734375,0.410400390625,-724.0917498102535
laptop,172595,1024,576,"laptop, A purple chair is next to a desk with a computer and a laptop.","[195, 0, 512, 512]","[0, 0, 1024, 576]",42,1.5863877763309675,1701289843,3.8542674,1.9478936,0.34814453125,0.42578125,-90.29830684747866
laptop,16439,1024,768,"laptop, A small desk with lamp, phone, and laptop on it.","[147, 160, 512, 512]","[0, 0, 1024, 768]",22,1.0506344561145364,644859804,5.9520903,2.7763777,0.34765625,0.396240234375,7.1765702437596905
laptop,413247,1024,681,"laptop, A laptop and a computer mouse on a desk.","[0, 169, 512, 512]","[0, 1, 1024, 680]",48,8.475592932741314,2038980991,5.9795837,2.891219,0.42822265625,0.420654296875,-24.276309291130225
laptop,131138,1024,768,"laptop, a desk with a cup plate laptop monitor and keyboard","[355, 65, 512, 512]","[0, 0, 1024, 768]",27,9.84972019857558,906032039,5.256274,2.506591,0.3291015625,0.421630859375,-81.5614008501286
laptop,527427,1024,768,"laptop, a female is talking on the phone and a laptop on a table","[27, 115, 512, 512]","[0, 0, 1024, 768]",40,8.061488674054116,1579638338,4.606365,2.3409317,0.390625,0.463134765625,-171.22872405281734
laptop,492110,1024,683,"laptop, A man looking at a laptop with a confused look","[74, 171, 512, 512]","[0, 3, 1024, 680]",32,3.8404314098044585,1182859276,5.4191737,2.6801684,0.2890625,0.3798828125,-192.59042489057052
laptop,166478,1023,681,"laptop, A man sits on the couch and is on laptop and phone.","[4, 169, 512, 512]","[0, 1, 1016, 680]",31,7.348003341305084,1131072087,5.649737,2.6639376,0.4921875,0.449951171875,-304.4981146841865
laptop,154705,1024,743,"laptop, A small office with a laptop, computer, and a printer.","[156, 124, 512, 512]","[0, 7, 1024, 736]",44,3.69262965878422,1827983318,5.572873,2.725077,0.360595703125,0.40283203125,-188.7628786760305
laptop,77396,1024,768,"laptop, These two cats are playing in a room that has a large TV and a laptop computer.","[46, 37, 512, 512]","[0, 0, 1024, 768]",33,7.666736345881738,1217393872,4.3164434,2.2281764,0.402099609375,0.375244140625,-102.38513835708908
laptop,519764,1024,768,"laptop, Cat lethargically on comfy computer chair looking relaxed.","[0, 0, 512, 512]","[0, 0, 1024, 768]",10,3.517724977734583,29768455,4.364043,2.136026,0.1473388671875,0.345458984375,-161.14395124407312
laptop,222299,800,600,"laptop, A floor filled with the contents of a woman's bag.","[288, 0, 512, 512]","[0, 0, 800, 600]",16,8.043318237953184,335554307,5.0725284,2.4568522,0.3828125,0.373046875,-360.2670933184943
laptop,292446,612,612,"laptop, A man eating pizza without using his hands.","[0, 0, 512, 512]","[0, 0, 608, 608]",31,9.88966672205119,1130085198,4.144573,2.2477396,0.253173828125,0.315673828125,-229.62247947756188
laptop,244833,1023,685,"laptop, A yellow and a green motorcycle in the back of an auditorium.","[318, 0, 512, 512]","[7, 0, 1016, 680]",48,9.876146943522146,2002619399,5.246046,2.6399853,0.0384521484375,0.25146484375,-559.8649698986876
laptop,477805,1024,683,"laptop, A man with glasses sitting in front of a laptop computer.","[1, 171, 512, 512]","[0, 3, 1024, 680]",25,8.945763102970082,807025520,6.007065,2.903873,0.360107421875,0.3828125,-616.0296517181982
laptop,316015,1024,819,"laptop, A cat is sitting on a desk next to a computer.","[0, 307, 512, 512]","[0, 3, 1024, 816]",12,9.21529046605526,126659316,4.2524147,2.148999,0.26318359375,0.33642578125,-483.19264315304326
laptop,564336,1024,576,"laptop, a man at a restaurant using his laptop ","[80, 22, 512, 512]","[0, 0, 1024, 576]",20,7.373862226928552,544610078,3.8931808,1.9180201,0.25927734375,0.366943359375,-308.941462219955
laptop,63602,1024,680,"laptop, A laptop computer sitting on top of a white desk.","[233, 168, 512, 512]","[0, 0, 1024, 680]",19,5.990471895371578,502803994,5.345,2.432558,0.468994140625,0.43798828125,3.638130789976933
laptop,287347,765,1024,"laptop, A woman prepares a pizza while a man watches.","[0, 512, 512, 512]","[0, 0, 760, 1024]",11,9.309143872631983,78112099,4.4824014,2.2388248,0.362060546875,0.366943359375,-429.2129159468227
laptop,148620,800,600,"laptop, A computer station on a desk with a computer, laptop and boxes in the background.","[0, 78, 512, 512]","[0, 0, 800, 600]",50,1.807577018688813,2135232880,4.819181,2.431879,0.44287109375,0.411376953125,-49.79966163229867
laptop,232088,1024,768,"laptop, A living room filled with furniture and decor. ","[512, 256, 512, 512]","[0, 0, 1024, 768]",29,4.331183906260067,1006074700,5.5308027,2.6356199,0.1136474609375,0.302490234375,-422.28253675998417
laptop,513688,1024,768,"laptop, A chair next to a desk with a laptop and phone sitting on it.","[512, 16, 512, 512]","[0, 0, 1024, 768]",32,6.453450491583366,1171239504,4.0253625,1.8031687,0.293701171875,0.4296875,-208.43050449378936
laptop,482970,1024,576,"laptop, A laptop computer sitting on a desk with a speaker.","[261, 64, 512, 512]","[0, 0, 1024, 576]",43,5.29956907226817,1754370252,5.28774,2.4626517,0.521484375,0.427001953125,-213.8125439619259
laptop,112798,1023,574,"laptop, a cat is laying on a table near a laptop and papers","[0, 0, 512, 512]","[0, 0, 1016, 568]",30,8.135720924475056,1084998680,5.5206423,2.705334,0.47900390625,0.4052734375,-217.09396665556253
laptop,367095,1024,683,"laptop, A man that is sitting in front of a laptop.","[232, 128, 512, 512]","[0, 3, 1024, 680]",46,2.755777541311419,1933072943,3.4955616,1.6450202,0.408447265625,0.416748046875,-191.2157714325569
laptop,345252,1024,766,"laptop, a young man sitting in front of a computer screen and laptop wearing headphones","[0, 100, 512, 512]","[0, 0, 1024, 760]",25,1.5602814767499709,825039645,5.0914345,2.5337434,0.405517578125,0.3349609375,-391.4091025585415
laptop,385719,1024,674,"laptop, a desktop setup with a laptop and two monitors","[265, 158, 512, 512]","[0, 2, 1024, 672]",27,2.138665665159264,914582800,4.007318,1.9766251,0.462158203125,0.41357421875,-49.49324742785425
laptop,9400,1024,768,"laptop, A group of people that are sitting in front of laptops.","[349, 256, 512, 512]","[0, 0, 1024, 768]",11,9.665034264254464,86984129,5.7158012,2.7285852,0.53369140625,0.432861328125,-324.5790212151794
laptop,507575,1024,768,"laptop, This computer desk has several laptops and a printer sitting on it.","[19, 0, 512, 512]","[0, 0, 1024, 768]",30,2.194970835064874,1058021795,4.2571025,2.1931348,0.433837890625,0.428466796875,-11.446119768477253
laptop,4795,1024,768,"laptop, A cat observing a computer screen next to a laptop and a cordless phone.","[0, 256, 512, 512]","[0, 0, 1024, 768]",29,3.0348849462685425,1014848104,4.0875936,2.0208027,0.451904296875,0.41357421875,-151.65378486793335
laptop,255165,1024,768,"laptop, a desk filled with some paperwork, a laptop and a computer with two monitors","[0, 256, 512, 512]","[0, 0, 1024, 768]",39,4.393507338605968,1521018998,4.5830064,2.3012424,0.273193359375,0.40673828125,-198.05230248922803
laptop,135872,1024,683,"laptop, A desk with both a laptop computer and a desktop computer.","[129, 101, 512, 512]","[0, 3, 1024, 680]",28,6.610794772067163,946897390,4.974159,2.446052,0.297119140625,0.368896484375,-339.00324417485103
laptop,497344,800,533,"laptop, A young boy sitting at a laptop computer.","[0, 21, 512, 512]","[0, 5, 800, 528]",23,8.038865176023725,693415842,5.049485,2.492792,0.332275390625,0.369140625,-75.87268751589578
laptop,553664,800,518,"laptop, A red laptop with earbuds sitting on a table","[260, 6, 512, 512]","[0, 6, 800, 512]",17,1.7078400439235306,411317620,5.596951,2.596195,0.4931640625,0.395263671875,-246.2236060483999
laptop,553669,1024,768,"laptop, a male in a brown shirt sitting on a bench with a laptop","[19, 162, 512, 512]","[0, 0, 1024, 768]",40,9.381137078287315,1594737559,5.46002,2.6636186,0.06964111328125,0.2462158203125,-288.65394333523545
laptop,97994,1024,683,"laptop, Three laptop computers and a desktop computer sit next to each other.","[0, 171, 512, 512]","[0, 3, 1024, 680]",20,7.865125519139077,548344684,5.3663545,2.5260952,0.440673828125,0.43310546875,-36.234006026576914
laptop,466125,683,1024,"laptop, The child smiles brightly while being handed a pink umbrella. ","[171, 319, 512, 512]","[3, 0, 680, 1024]",10,3.888677059518759,27700026,4.896979,2.43602,0.1619873046875,0.28271484375,-300.5749527133287
laptop,325838,1024,768,"laptop, The woman is using a laptop that sits on a stack of other laptops.","[495, 169, 512, 512]","[0, 0, 1024, 768]",46,2.7039881748540786,1901078373,4.713663,2.3804815,0.429443359375,0.402099609375,-308.9091901946417
laptop,134882,769,768,"laptop, A twin bed with  a cat and laptop on top of it.","[257, 230, 512, 512]","[1, 0, 768, 768]",33,6.363575990083298,1245682962,5.416391,2.6966715,0.0271759033203125,0.214599609375,-436.96520742108805
laptop,232684,1024,683,"laptop, A man works on his laptop in the dark. ","[26, 171, 512, 512]","[0, 3, 1024, 680]",12,6.352203040853406,143465762,5.3852515,2.550118,0.41845703125,0.422119140625,-121.4942131716168
microwave,425226,768,1024,"microwave, A man kneeling down in front of a refrigerator.","[0, 82, 512, 512]","[0, 0, 768, 1024]",31,8.832242835730762,1145441010,5.2525826,2.5859542,0.1346435546875,0.352294921875,-246.4249483197761
microwave,488075,1024,768,"microwave, The living room and kitchen of a home.","[367, 0, 512, 512]","[0, 0, 1024, 768]",25,3.5813548817879983,821827540,6.0608344,2.8943422,0.72705078125,0.48876953125,-241.14928828609
microwave,522007,1024,768,"microwave, The view of a kitchen's microwave, oven, and cabinets.","[512, 256, 512, 512]","[0, 0, 1024, 768]",26,6.428333350464056,847200043,4.7211576,2.339575,0.7900390625,0.4638671875,-329.9238175048654
microwave,109976,1024,768,"microwave, An all white kitchen with an electric stovetop. ","[172, 0, 512, 512]","[0, 0, 1024, 768]",24,7.997806746281609,757855135,5.0025563,2.4683118,0.69921875,0.4697265625,-214.1659309876011
microwave,508312,1023,682,"microwave, A stove that has a light above it.","[511, 93, 512, 512]","[7, 2, 1016, 680]",35,7.444671666432088,1340589947,5.311197,2.6482325,0.62548828125,0.444091796875,-381.7967211008479
microwave,482719,1024,768,"microwave, The fruit is placed in a bowl out in the open to be eaten","[512, 0, 512, 512]","[0, 0, 1024, 768]",47,9.238421084414568,1938609420,5.428022,2.6008508,0.11627197265625,0.326416015625,-349.3718091688254
microwave,498463,1024,768,"microwave, A metallic refrigerator freezer sitting in a kitchen.","[512, 91, 512, 512]","[0, 0, 1024, 768]",44,8.743542842645962,1786372013,4.816783,2.5079339,0.76513671875,0.39794921875,-254.2425372415518
microwave,246436,768,1024,"microwave, an image of a man slicing a small pizza","[192, 287, 512, 512]","[0, 0, 768, 1024]",48,9.264138661438862,2014448640,5.008101,2.5194414,0.15185546875,0.34033203125,-534.9293107771532
microwave,466986,1024,764,"microwave, A man is smiling for the camera while standing in a kitchen.","[0, 135, 512, 512]","[0, 4, 1024, 760]",19,1.2392896102083748,500051954,4.510276,2.0687065,0.335693359375,0.39453125,-127.03664381564202
