category,image_id,width,height,prompt,bbox_512,num_inference_steps,guidance_scale,seed,orig_nima_mean,orig_nima_std,orig_giqa,orig_itm,orig_cos
stop sign,297343,1024,691,"stop sign, A stop sign has been placed upside-down in the grass beside a building. ","[0, 3, 1024, 688]",3,0,126659316,5.1058555,1.5513229,-684.2227256531955,0.61962890625,0.47509765625
kite,357888,1024,768,"kite, a man wearing an orange shirt holding up a tiny kite","[0, 0, 1024, 768]",5,0,1145441010,4.954481,1.4339482,-387.4685280903252,0.5146484375,0.303955078125
kite,130586,683,1024,"kite, a boy making a face while running to get his kite in the air","[0, 0, 672, 1024]",4,0,757855135,3.8764818,1.0916554,-250.079403966213,0.6103515625,0.4228515625
kite,459809,1024,684,"kite, A shot of the blue water with people flying a kite. ","[0, 12, 1024, 672]",5,0,1340589947,4.3340306,1.6307797,-415.0863576411296,0.445556640625,0.31689453125
kite,17959,1024,683,"kite, A large kite with three orange, white and black fish.","[0, 0, 1024, 672]",6,0,1938609420,5.4600854,1.5669297,-645.3501704657167,0.461669921875,0.38037109375
kite,181303,1024,572,"kite, A young child holding onto a kite while standing on a green grass covered field.","[0, 0, 1024, 560]",6,0,1786372013,4.3095136,1.2533262,-140.35919789290776,0.42333984375,0.31494140625
kite,236599,1024,708,"kite, People hold flying kites in the air by the water","[0, 0, 1024, 704]",6,0,2014448640,3.8002834,1.2914972,-687.7981604349261,0.1422119140625,0.294189453125
kite,7784,1024,768,"kite, This is a large kite flying high in the sky.","[0, 0, 1024, 768]",3,0,500051954,6.175082,1.4825482,-212.41842477741247,0.5234375,0.388916015625
kite,47740,1023,575,"kite, A man lies on the beach while someone else holds a kite.","[15, 0, 1008, 560]",3,0,168571695,5.4052057,1.482672,-707.5270644103703,0.186279296875,0.30517578125
kite,576654,1024,683,"kite, A man that is holding a kite standing in the sand.","[0, 0, 1024, 672]",3,0,388528798,6.2513056,1.3480492,-244.53678423188032,0.34765625,0.405029296875
kite,494759,1024,768,"kite, Two people on a beach flying a kite in the air.","[0, 0, 1024, 768]",4,0,644859804,3.791432,1.3500534,-529.0969871612178,0.62890625,0.409423828125
kite,289960,800,600,"kite, A person standing on top of a beach flying a kite.","[0, 0, 800, 592]",4,0,906032039,4.112224,1.4874369,-539.0274388321068,0.56591796875,0.397705078125
kite,288430,800,600,"kite, People flying kites in the sand on a windy beach.","[0, 0, 800, 592]",5,0,1579638338,4.798027,1.4234297,-621.2182845464195,0.60693359375,0.434814453125
kite,199395,683,1024,"kite, a man is flying a kite at on the shore at the beach","[0, 0, 672, 1024]",5,0,1182859276,4.4444184,1.5108082,-452.9571878733632,0.49755859375,0.396240234375
kite,514797,1024,702,"kite, At the seawall, the  gentlemen are holding up the kite ","[0, 0, 1024, 688]",6,0,1827983318,5.329991,1.4856058,-294.8722317253937,0.372802734375,0.349609375
kite,471789,1024,768,"kite, A pair of people flying a kite on a unique trail in a park.","[0, 0, 1024, 768]",5,0,1217393872,4.107807,1.5489808,-598.5465741216879,0.6533203125,0.341796875
kite,235778,1024,539,"kite, a person hanging paper kites to a wire","[0, 11, 1024, 528]",3,0,335554307,4.3144283,1.47023,-354.9607433527804,0.34765625,0.338623046875
kite,256775,1024,768,"kite, Three children flying a box kite near the ocean.","[0, 0, 1024, 768]",5,0,1130085198,4.6560655,1.5040926,-381.2592909408608,0.55224609375,0.352783203125
kite,294695,1024,683,"kite, two girls walk off the windy beach while a kite flies overhead","[0, 0, 1024, 672]",4,0,807025520,5.2785535,1.523803,-252.16314029749967,0.40283203125,0.40966796875
kite,154425,1023,680,"kite, A small boy trying to fly a small kite","[15, 8, 1008, 672]",3,0,126659316,4.796543,1.3832912,-216.75589513086487,0.390380859375,0.37744140625
kite,407868,1024,768,"kite, Young people are flying kites at a park.","[0, 0, 1024, 768]",4,0,544610078,3.904232,1.3076539,-467.960259042497,0.58837890625,0.3173828125
kite,570688,1024,768,"kite, Several colorful kites in the sky by several persons in the ground.","[0, 0, 1024, 768]",3,0,502803994,3.6249435,1.2594143,-598.7788501934272,0.3466796875,0.304931640625
kite,426836,1024,1024,"kite, Someone flying a kite right above the trees.","[0, 0, 1024, 1024]",3,0,78112099,4.8975964,1.4958887,-652.7879241476567,0.1343994140625,0.343994140625
kite,549738,1024,681,"kite, A kite is flying in a clear sky.","[0, 9, 1024, 672]",6,0,2135232880,6.0565495,1.429961,-264.31035927640505,0.51806640625,0.402099609375
kite,433515,1024,768,"kite, a large kite on a field of green grass ","[0, 0, 1024, 768]",4,0,1006074700,4.542649,1.5283376,-502.16312896718136,0.6103515625,0.39404296875
kite,357238,683,1024,"kite, A kite being flown in the middle of a beach.","[0, 0, 672, 1024]",5,0,1171239504,4.319334,1.5326995,-500.1798469788496,0.355712890625,0.410888671875
kite,570756,1023,685,"kite, A group of people flying kites at the beach","[0, 13, 1008, 672]",6,0,1754370252,5.614905,1.4913311,-696.3863580781326,0.09033203125,0.271240234375
kite,577959,1024,683,"kite, An old man is flying his kite in the middle of no where.","[0, 0, 1024, 672]",6,0,1933072943,4.437007,1.5390165,-633.102908693178,0.462646484375,0.41943359375
kite,468965,1024,768,"kite, some people are flying kites and one male has a red tie on ","[0, 0, 1024, 768]",4,0,825039645,4.2271295,1.4452976,-450.3292534561974,0.2529296875,0.332275390625
kite,186345,1024,690,"kite, 4 different colored sea horses flying with 4 birds.","[0, 2, 1024, 688]",4,0,914582800,4.265659,1.5349323,-333.32085388657106,0.167236328125,0.2783203125
kite,39914,779,1024,"kite, A woman and small child are trying to fly a kite.","[11, 0, 768, 1024]",3,0,86984129,5.824429,1.4019767,-375.6206679057655,0.35546875,0.341064453125
kite,263679,1023,685,"kite, A man standing on top of a sandy beach near a colorful kite.","[0, 0, 1008, 672]",4,0,1058021795,6.2967114,1.2565172,-284.2642699926912,0.2587890625,0.390869140625
